date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:40:33	4864/4864	---M--	200	added ('OK')	image/png	date:Wed,%2003%20Jul%202024%2019:04:43%20GMT	https://stratetab.com/img/cta/view-google-reviews.png	E:/github/Marks-Excavating/markexcavating/stratetab.com/img/cta/view-google-reviews.png	(from https://stratetab.com/)
18:40:33	6613/6613	---M--	200	added ('OK')	image/png	date:Wed,%2003%20Jul%202024%2019:04:37%20GMT	https://stratetab.com/img/cta/view-fb-reviews.png	E:/github/Marks-Excavating/markexcavating/stratetab.com/img/cta/view-fb-reviews.png	(from https://stratetab.com/)
18:40:33	88145/88145	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15851%22	https://code.jquery.com/jquery-3.4.1.min.js	E:/github/Marks-Excavating/markexcavating/code.jquery.com/jquery-3.4.1.min.js	(from https://stratetab.com/)
18:40:34	79665/79665	---M-Z	200	added ('OK')	application/javascript	etag:W/%2213731-2JYXAt9UqpcPHzAIfI0LH2lnx4Q%22	https://cdn.jsdelivr.net/npm/bootstrap@5.0.0/dist/js/bootstrap.bundle.min.js	E:/github/Marks-Excavating/markexcavating/cdn.jsdelivr.net/npm/bootstrap@5.0.0/dist/js/bootstrap.bundle.min.js	(from https://stratetab.com/)
18:40:34	8156/8156	---M--	200	added ('OK')	text/javascript	date:Wed,%2003%20Jul%202024%2019:12:14%20GMT	https://stratetab.com/lib/wow/wow.min.js	E:/github/Marks-Excavating/markexcavating/stratetab.com/lib/wow/wow.min.js	(from https://stratetab.com/)
18:40:35	2302/2302	---M--	200	added ('OK')	text/javascript	date:Wed,%2003%20Jul%202024%2019:12:00%20GMT	https://stratetab.com/lib/easing/easing.min.js	E:/github/Marks-Excavating/markexcavating/stratetab.com/lib/easing/easing.min.js	(from https://stratetab.com/)
18:40:36	9028/9028	---M--	200	added ('OK')	text/javascript	date:Wed,%2003%20Jul%202024%2019:12:09%20GMT	https://stratetab.com/lib/waypoints/waypoints.min.js	E:/github/Marks-Excavating/markexcavating/stratetab.com/lib/waypoints/waypoints.min.js	(from https://stratetab.com/)
18:40:37	42766/42766	---M--	200	added ('OK')	text/javascript	date:Wed,%2003%20Jul%202024%2019:12:20%20GMT	https://stratetab.com/lib/owlcarousel/owl.carousel.min.js	E:/github/Marks-Excavating/markexcavating/stratetab.com/lib/owlcarousel/owl.carousel.min.js	(from https://stratetab.com/)
18:40:38	2406/2406	---M--	200	added ('OK')	text/javascript	date:Wed,%2003%20Jul%202024%2019:12:24%20GMT	https://stratetab.com/lib/counterup/counterup.min.js	E:/github/Marks-Excavating/markexcavating/stratetab.com/lib/counterup/counterup.min.js	(from https://stratetab.com/)
18:40:38	2682/2682	---M--	200	added ('OK')	text/javascript	date:Wed,%2003%20Jul%202024%2019:04:19%20GMT	https://stratetab.com/js/main.js	E:/github/Marks-Excavating/markexcavating/stratetab.com/js/main.js	(from https://stratetab.com/)
18:40:39	85120/85120	---M--	200	added ('OK')	font/woff2	etag:W/%2214c80-7RZ9M14uDLAKgvLXNn8Fy01lV88%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-icons.woff2?231ce25e89ab5804f9a6c427b8d325c9	E:/github/Marks-Excavating/markexcavating/cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-iconsfb95.woff2	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
18:40:39	113532/113532	---M--	200	added ('OK')	font/woff	etag:W/%221bb7c-47yt78jTFi+euyu4fJGbVQNZ9TA%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-icons.woff?231ce25e89ab5804f9a6c427b8d325c9	E:/github/Marks-Excavating/markexcavating/cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-iconsfb95.woff	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
18:40:39	4976/4976	---M--	200	added ('OK')	image/png	date:Wed,%2003%20Jul%202024%2019:12:30%20GMT	https://stratetab.com/lib/owlcarousel/assets/owl.video.play.png	E:/github/Marks-Excavating/markexcavating/stratetab.com/lib/owlcarousel/assets/owl.video.play.png	(from https://stratetab.com/lib/owlcarousel/assets/owl.carousel.min.css)
18:40:40	58/58	---M--	400	error ('Bad%20Request')	text/plain	etag:W/%223a-taO9i3TG0dz45Oeau8VRWJD4Xi8%22	https://cdn.jsdelivr.net/robots.txt		(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
18:40:40	129197/129197	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Jul%202024%2018:59:22%20GMT	https://stratetab.com/img/carousel-2.jpg	E:/github/Marks-Excavating/markexcavating/stratetab.com/img/carousel-2.jpg	(from https://stratetab.com/css/style.css)
